ID,study.area,zone,sector,subsector,total.lithics,area.sqm,assemblage,predicted.period,MP_ubiq,UP_ubiq,EPI_ubiq,MESO_ubiq,ENEOL_ubiq,LNEOL_ubiq,density.km2,MP_int,UP_int,EPI_int,MESO_int,ENEOL_int,LNEOL_int
157,Cocina/Catadau,0,7,5,2,625.1923828,Cocina/Catadau-0-7-5,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,3.1990153031659743e-6,6.940157479488961e-12,2.2208503934364675e-11,1.388031495897792e-10,1.5863217095974768e-10,2.2208503934364675e-10,4.6267716529926406e-10
161,Cocina/Catadau,0,7,5,1,1395.378418,Cocina/Catadau-0-7-5,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,7.166514739659676e-7,1.5547515769335003e-12,4.975205046187201e-12,3.109503153867001e-11,3.553717890133715e-11,4.975205046187201e-11,1.0365010512890002e-10
163,Cocina/Catadau,0,7,5,1,878.6708984,Cocina/Catadau-0-7-5,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.1380825310374249e-6,2.469032261970807e-12,7.900903238306582e-12,4.938064523941614e-11,5.6435023130761297e-11,7.900903238306582e-11,1.646021507980538e-10
175,Cocina/Catadau,0,7,5,1,1178.562744,Cocina/Catadau-0-7-5,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,8.484911007843634e-7,1.840773269687263e-12,5.890474462999242e-12,3.681546539374526e-11,4.2074817592851724e-11,5.890474462999242e-11,1.2271821797915087e-10
176,Cocina/Catadau,0,7,6,2,3369.691162,Cocina/Catadau-0-7-6,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,5.935262028027957e-7,1.287635389420577e-12,4.120433246145846e-12,2.5752707788411536e-11,2.94316660438989e-11,4.1204332461458463e-11,8.584235929470513e-11
180,Cocina/Catadau,0,5,0,16,6604.967041,Cocina/Catadau-0-5-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.4224193551127218e-6,5.2553583564311336e-12,1.6817146740579627e-11,1.0510716712862267e-10,1.201224767184259e-10,1.6817146740579627e-10,3.503572237620756e-10
181,Cocina/Catadau,0,5,0,4,3794.506836,Cocina/Catadau-0-5-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.0541554338630792e-6,2.2869552113828084e-12,7.318256676424986e-12,4.5739104227656165e-11,5.227326197446419e-11,7.318256676424987e-11,1.5246368075885388e-10
183,Cocina/Catadau,0,5,0,10,8486.972656,Cocina/Catadau-0-5-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.1782764485437974e-6,2.5562316313941857e-12,8.179941220461394e-12,5.112463262788372e-11,5.842815157472425e-11,8.179941220461394e-11,1.7041544209294572e-10
184,Cocina/Catadau,0,5,0,3,4180.947266,Cocina/Catadau-0-5-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,7.175407411608333e-7,1.5566808125853598e-12,4.981378600273152e-12,3.1133616251707196e-11,3.55812757162368e-11,4.9813786002731514e-11,1.0377872083902399e-10
186,Cocina/Catadau,0,5,0,22,430.779541,Cocina/Catadau-0-5-0,ENEOL,0.17274669946194504,0.21919840213219827,0.03288970532391585,0.08178328566306278,0.33004359025858926,0.16333831716028913,5.1070206233401413e-5,1.1027761959576181e-8,4.477803041169369e-8,4.199210084620458e-8,1.1933397900736564e-7,6.742157688207355e-7,6.951434619327245e-7
191,Cocina/Catadau,0,6,0,3,4328.428955,Cocina/Catadau-0-6-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,6.930921198405115e-7,1.5036403404277242e-12,4.811649089368717e-12,3.0072806808554486e-11,3.4368922066919414e-11,4.8116490893687175e-11,1.0024268936184829e-10
196,Cocina/Catadau,0,2,0,1,5348.151855,Cocina/Catadau-0-2-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.8698047982035092e-7,4.0564794243383964e-13,1.2980734157882868e-12,8.112958848676792e-12,9.271952969916335e-12,1.2980734157882869e-11,2.7043196162255976e-11
200,Cocina/Catadau,0,1,0,5,4302.396729,Cocina/Catadau-0-1-0,ENEOL,0.17274669946194504,0.21919840213219827,0.03288970532391585,0.08178328566306278,0.33004359025858926,0.16333831716028913,1.162142943791737e-6,2.509454473037641e-10,1.0189595053134315e-9,9.555634741394584e-10,2.7155390958123527e-9,1.5342313182508432e-8,1.5818539394887233e-8
201,Cocina/Catadau,0,1,0,9,2122.365723,Cocina/Catadau-0-1-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,4.240550958049939e-6,9.199734499406189e-12,2.94391503980998e-11,1.839946899881238e-10,2.1027964570071288e-10,2.9439150398099805e-10,6.133156332937459e-10
203,Cocina/Catadau,0,1,0,11,10974.15527,Cocina/Catadau-0-1-0,ENEOL,0.2031185428615123,0.20945640359365236,0.031523038657249175,0.07709471423449137,0.31756070510452755,0.16124659554856752,1.0023550541580775e-6,2.5449612253807615e-10,8.397987390714862e-10,7.899319280128542e-10,2.207893613194717e-9,1.273234311054104e-8,1.3468861667824167e-8
204,Cocina/Catadau,0,1,0,2,3422.844238,Cocina/Catadau-0-1-0,ENEOL,0.17274669946194504,0.21919840213219827,0.03288970532391585,0.08178328566306278,0.33004359025858926,0.16333831716028913,5.843093815944774e-7,1.2617189641887017e-10,5.123187311854494e-10,4.804440844660465e-10,1.3653354591585344e-9,7.713902644928695e-9,7.953342590884263e-9
205,Cocina/Catadau,0,1,0,2,3549.272217,Cocina/Catadau-0-1-0,ENEOL,0.17274669946194504,0.21919840213219827,0.03288970532391585,0.08178328566306278,0.33004359025858926,0.16333831716028913,5.634958035680023e-7,1.2167755028378613e-10,4.940695190012207e-10,4.6333027326536914e-10,1.3167010935182584e-9,7.439127124209291e-9,7.670038023473529e-9
210,Cocina/Catadau,0,2,0,1,1795.975586,Cocina/Catadau-0-2-0,ENEOL,0.1160201978476173,0.27044674268053887,0.02869619883040935,0.07371149508648954,0.40346970858470754,0.1076556569702375,5.568004419409741e-7,8.075012179454072e-11,6.023394633840838e-10,3.9945140476994975e-10,1.1726455154367806e-9,8.986084481990447e-9,4.995226448206179e-9
211,Cocina/Catadau,0,2,0,2,1215.2771,Cocina/Catadau-0-2-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.6457152035531648e-6,3.57032448945919e-12,1.1425038366269408e-11,7.14064897891838e-11,8.160741690192434e-11,1.1425038366269408e-10,2.3802163263061265e-10
212,Cocina/Catadau,0,2,0,3,1101.13916,Cocina/Catadau-0-2-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.7244512855214412e-6,5.910606600725578e-12,1.891394112232185e-11,1.1821213201451155e-10,1.3509957944515606e-10,1.891394112232185e-10,3.9404044004837183e-10
213,Cocina/Catadau,0,2,0,5,4505.832764,Cocina/Catadau-0-2-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.1096727867816622e-6,2.407398265130633e-12,7.703674448418025e-12,4.814796530261266e-11,5.5026246060128755e-11,7.703674448418025e-11,1.6049321767537554e-10
217,Cocina/Catadau,0,3,0,36,1656.634521,Cocina/Catadau-0-3-0,ENEOL,0.22658520952817893,0.20472307026031908,0.031523038657249175,0.07544471423449134,0.3065440384378608,0.15517992888190082,2.17308039544348e-5,6.154848459039235e-9,1.77951876191079e-8,1.7125524327718785e-8,4.684212269794537e-8,2.664579361077552e-7,2.8101538434964344e-7
218,Cocina/Catadau,0,3,0,42,4130.697266,Cocina/Catadau-0-3-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.0167774904664242e-5,2.205865004288306e-11,7.058768013722579e-11,4.4117300085766125e-10,5.041977152658986e-10,7.05876801372258e-10,1.4705766695255374e-9
222,Cocina/Catadau,0,3,0,1,4198.786621,Cocina/Catadau-0-3-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.3816404363073727e-7,5.166889846114123e-13,1.6534047507565192e-12,1.0333779692228246e-11,1.1810033933975138e-11,1.6534047507565194e-11,3.444593230742748e-11
224,Cocina/Catadau,0,3,0,3,7704.601318,Cocina/Catadau-0-3-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,3.893777077071076e-7,8.447420078970293e-13,2.703174425270494e-12,1.6894840157940588e-11,1.9308388751932098e-11,2.703174425270494e-11,5.6316133859801956e-11
229,Cocina/Catadau,0,3,0,5,3338.472656,Cocina/Catadau-0-3-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.4976908650169278e-6,3.2491906020339036e-12,1.0397409926508492e-11,6.498381204067808e-11,7.426721376077495e-11,1.0397409926508491e-10,2.1661270680226026e-10
231,Cocina/Catadau,0,1,0,1,6899.478271,Cocina/Catadau-0-1-0,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.4493849545163674e-7,3.144392533161835e-13,1.0062056106117873e-12,6.28878506632367e-12,7.187182932941337e-12,1.0062056106117871e-11,2.0962616887745568e-11
233,Canal de Navarrés,1,2,1100398,1,4110.095227,Canal de Navarrés-1-2-1100398,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.433033651947549e-7,5.278385720975104e-13,1.6890834307120332e-12,1.0556771441950207e-11,1.2064881647943095e-11,1.689083430712033e-11,3.5189238139834026e-11
234,Canal de Navarrés,2,7,1300011,5,2343.641862,Canal de Navarrés-2-7-1300011,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.1334317674856416e-6,4.628409380674548e-12,1.4810910018158553e-11,9.256818761349096e-11,1.0579221441541824e-10,1.4810910018158555e-10,3.085606253783032e-10
238,Canal de Navarrés,2,7,400173,4,2516.139593,Canal de Navarrés-2-7-400173,ENEOL,0.0487742338419943,0.03473331707942043,0.003225252525252525,0.15974528422006132,0.7002190818630881,0.05330283047018341,1.589736917271267e-6,9.69227501877999e-11,2.208673456817731e-10,1.2818257517290795e-10,7.255799305274933e-9,4.45265649846217e-8,7.061456449458528e-9
240,Canal de Navarrés,2,7,400174,2,3175.623157,Canal de Navarrés-2-7-400174,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,6.297976495074412e-7,1.3663250886820967e-12,4.37224028378271e-12,2.7326501773641936e-11,3.123028774130507e-11,4.3722402837827095e-11,9.108833924547312e-11
247,Canal de Navarrés,2,7,500177,1,658.798827,Canal de Navarrés-2-7-500177,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.5179140566381123e-6,3.2930641447612544e-12,1.0537805263236014e-11,6.586128289522509e-11,7.527003759454296e-11,1.0537805263236014e-10,2.195376096507503e-10
252,Canal de Navarrés,2,7,500087,2,1280.23666,Canal de Navarrés-2-7-500087,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.5622111618019123e-6,3.3891652435643776e-12,1.0845328779406007e-11,6.778330487128756e-11,7.746663413861434e-11,1.0845328779406008e-10,2.259443495709585e-10
255,Canal de Navarrés,2,7,500307,2,903.460428,Canal de Navarrés-2-7-500307,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.2137106817477566e-6,4.802571819569441e-12,1.536822982262221e-11,9.605143639138883e-11,1.0977307016158723e-10,1.536822982262221e-10,3.2017145463796275e-10
256,Canal de Navarrés,2,7,500309,1,992.705495,Canal de Navarrés-2-7-500309,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.0073481057944582e-6,2.1854082673376086e-12,6.993306455480348e-12,4.370816534675217e-11,4.9952188967716766e-11,6.993306455480347e-11,1.456938844891739e-10
257,Canal de Navarrés,2,7,500311,2,1617.612697,Canal de Navarrés-2-7-500311,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.2363898995780447e-6,2.6823068338025946e-12,8.583381868168303e-12,5.364613667605189e-11,6.130987048691645e-11,8.583381868168303e-11,1.7882045558683963e-10
259,Canal de Navarrés,2,7,500314,3,1653.93574,Canal de Navarrés-2-7-500314,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.8138552347868122e-6,3.9350987042661155e-12,1.2592315853651569e-11,7.870197408532231e-11,8.994511324036835e-11,1.259231585365157e-10,2.62339913617741e-10
263,Canal de Navarrés,2,7,1300021,1,852.7349,Canal de Navarrés-2-7-1300021,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.172697399860144e-6,2.5441280705228232e-12,8.141209825673034e-12,5.088256141045647e-11,5.8151498754807394e-11,8.141209825673034e-11,1.696085380348549e-10
267,Canal de Navarrés,2,7,1300058,1,5635.341773,Canal de Navarrés-2-7-1300058,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.7745152650566665e-7,3.849751946188611e-13,1.2319206227803556e-12,7.699503892377222e-12,8.799433019859683e-12,1.2319206227803555e-11,2.566501297459074e-11
268,Canal de Navarrés,2,7,1300156,7,8520.794409,Canal de Navarrés-2-7-1300156,ENEOL,0.22695498641308914,0.20726112829492438,0.03814639466631948,0.09054617991167133,0.29512655729155624,0.1419647534224397,8.215196452347592e-7,2.330599749029257e-10,6.810763543512088e-10,7.834503153314973e-10,2.1252990170971117e-9,9.698090585820605e-9,9.718902822286894e-9
271,Canal de Navarrés,2,7,100289,2,1310.318145,Canal de Navarrés-2-7-100289,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.5263468705151757e-6,3.311358854462743e-12,1.0596348334280778e-11,6.622717708925486e-11,7.568820238771984e-11,1.0596348334280778e-10,2.2075725696418288e-10
273,Canal de Navarrés,3,2,2100131,2,4564.867253,Canal de Navarrés-3-2-2100131,ENEOL,0.1160201978476173,0.27044674268053887,0.02869619883040935,0.07371149508648954,0.40346970858470754,0.1076556569702375,4.381288412462845e-7,6.353974355517654e-11,4.739620719578263e-10,3.1431580854350586e-10,9.22718055107853e-10,7.0708686360077606e-9,3.9305873534981375e-9
277,Canal de Navarrés,3,5,900182,1,1780.91157,Canal de Navarrés-3-5-900182,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,5.615101933444118e-7,1.2181777199664511e-12,3.8981687038926435e-12,2.4363554399329024e-11,2.7844062170661742e-11,3.8981687038926437e-11,8.121184799776341e-11
281,Canal de Navarrés,4,2,1000669,1,13038.15461,Canal de Navarrés-4-2-1000669,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,7.669797068007005e-8,1.6639370069599698e-13,5.324598422271903e-13,3.32787401391994e-12,3.803284587337074e-12,5.3245984222719035e-12,1.1092913379733132e-11
282,Canal de Navarrés,4,2,1000670,1,2072.528503,Canal de Navarrés-4-2-1000670,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,4.825024112105058e-7,1.0467729600167881e-12,3.3496734720537218e-12,2.093545920033576e-11,2.3926239086098014e-11,3.349673472053722e-11,6.978486400111921e-11
283,Canal de Navarrés,4,2,1000673,1,2344.56674,Canal de Navarrés-4-2-1000673,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,4.265180354814723e-7,9.253167157888082e-13,2.961013490524186e-12,1.8506334315776166e-11,2.1150096360887046e-11,2.961013490524186e-11,6.168778105258722e-11
287,Canal de Navarrés,4,2,1000510,2,14678.00692,Canal de Navarrés-4-2-1000510,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.3625828158418662e-7,2.95607817550269e-13,9.459450161608608e-13,5.9121563510053795e-12,6.75675011543472e-12,9.459450161608607e-12,1.9707187836684598e-11
288,Canal de Navarrés,4,2,1000508,4,1364.453785,Canal de Navarrés-4-2-1000508,ENEOL,0.0719453447842289,0.2613627693923022,0.06191643692564743,0.08140952266687561,0.44004898225269734,0.08331694397824863,2.9315760225620246e-6,2.6364155963050406e-10,3.0648193117635236e-9,4.53781854734255e-9,6.818805847383776e-9,5.160148180499318e-8,2.0354162936648094e-8
306,Canal de Navarrés,5,2,100028,6,6309.195702,Canal de Navarrés-5-2-100028,ENEOL,0.1160201978476173,0.27044674268053887,0.02869619883040935,0.07371149508648954,0.40346970858470754,0.1076556569702375,9.509928497063444e-7,1.3791797321824932e-10,1.0287716740622562e-9,6.822469975367714e-10,2.0028315648118826e-9,1.5347872317486373e-8,8.531646667427904e-9
307,Canal de Navarrés,5,2,100027,2,8674.921935,Canal de Navarrés-5-2-100027,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.305496251131394e-7,5.00169756468125e-13,1.600543220698e-12,1.0003395129362501e-11,1.1432451576414285e-11,1.600543220698e-11,3.3344650431208336e-11
316,Canal de Navarrés,7,4,500199,1,5200.817082,Canal de Navarrés-7-4-500199,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.9227747952547585e-7,4.171396074114942e-13,1.3348467437167816e-12,8.342792148229885e-12,9.534619597977011e-12,1.3348467437167815e-11,2.7809307160766284e-11
319,Canal de Navarrés,7,4,600024,1,5560.66764,Canal de Navarrés-7-4-600024,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.7983452073391678e-7,3.9014502147164344e-13,1.2484640687092592e-12,7.802900429432869e-12,8.917600490780422e-12,1.248464068709259e-11,2.6009668098109564e-11
322,Canal de Navarrés,7,4,600025,1,6140.22846,Canal de Navarrés-7-4-600025,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.6286038972562917e-7,3.533202078615284e-13,1.130624665156891e-12,7.066404157230568e-12,8.075890465406364e-12,1.1306246651568909e-11,2.3554680524101894e-11
323,Canal de Navarrés,7,4,600026,1,11141.06215,Canal de Navarrés-7-4-600026,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,8.975804878711677e-8,1.9472710649984776e-13,6.231267407995128e-13,3.894542129996955e-12,4.450905291425092e-12,6.2312674079951284e-12,1.298180709998985e-11
334,Canal de Navarrés,7,4,500313,3,1996.41136,Canal de Navarrés-7-4-500313,ENEOL,0.10483021415980752,0.25918258558159907,0.02869619883040935,0.10082101889601339,0.40592168486929253,0.10054829766287819,1.5026963180574168e-6,1.9690997104889155e-10,1.557890868232281e-9,1.078041808117492e-9,4.3286678250810445e-9,2.4399080850909957e-8,1.2591129723745684e-8
344,Canal de Navarrés,7,4,500055,1,8234.695735,Canal de Navarrés-7-4-500055,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.2143739516078187e-7,2.6345439657030306e-13,8.430540690249698e-13,5.269087931406061e-12,6.021814778749784e-12,8.430540690249698e-12,1.7563626438020205e-11
346,Canal de Navarrés,7,4,500064,1,5536.791015,Canal de Navarrés-7-4-500064,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.8061003156717483e-7,3.9182746647418345e-13,1.2538478927173871e-12,7.83654932948367e-12,8.956056376552765e-12,1.253847892717387e-11,2.6121831098278895e-11
351,Canal de Navarrés,7,4,500317,4,3713.480232,Canal de Navarrés-7-4-500317,ENEOL,0.1160201978476173,0.27044674268053887,0.02869619883040935,0.07371149508648954,0.40346970858470754,0.1076556569702375,1.0771566697813513e-6,1.562149124261412e-10,1.1652540507959332e-9,7.727575491886811e-10,2.2685379591990717e-9,1.7384003506270236e-8,9.663500745432046e-9
352,Canal de Navarrés,7,4,500069,1,1512.801672,Canal de Navarrés-7-4-500069,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,6.610251816273773e-7,1.4340721827312157e-12,4.58903098473989e-12,2.8681443654624317e-11,3.277879274814207e-11,4.5890309847398904e-11,9.560481218208105e-11
355,Canal de Navarrés,7,4,500113,4,7984.74399,Canal de Navarrés-7-4-500113,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,5.009553224260606e-7,1.0868059381848623e-12,3.4777790021915597e-12,2.173611876369725e-11,2.484127858708257e-11,3.4777790021915594e-11,7.245372921232416e-11
357,Canal de Navarrés,7,4,500084,1,8739.83671,Canal de Navarrés-7-4-500084,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.1441861366309212e-7,2.482273831640583e-13,7.943276261249867e-13,4.9645476632811664e-12,5.6737687580356195e-12,7.943276261249866e-12,1.6548492210937224e-11
358,Canal de Navarrés,7,4,500088,1,7713.54815,Canal de Navarrés-7-4-500088,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,1.2964202472762163e-7,2.8125406798743754e-13,9.000130175598001e-13,5.625081359748751e-12,6.428664411141429e-12,9.000130175598001e-12,1.8750271199162504e-11
361,Canal de Navarrés,7,4,1300166,5,8760.309265,Canal de Navarrés-7-4-1300166,ENEOL,0.1160201978476173,0.27044674268053887,0.02869619883040935,0.07371149508648954,0.40346970858470754,0.1076556569702375,5.707561056065067e-7,8.277404536900309e-11,6.174365185052376e-10,4.0946326725386086e-10,1.2020367392570835e-9,9.211311984079993e-9,5.1204269599035615e-9
362,Canal de Navarrés,7,4,1300205,2,2018.81385,Canal de Navarrés-7-4-1300205,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,9.906807405744714e-7,2.1492489719193005e-12,6.877596710141762e-12,4.2984979438386016e-11,4.9125690786726875e-11,6.877596710141762e-11,1.4328326479462004e-10
363,Canal de Navarrés,7,4,1300206,1,2321.896515,Canal de Navarrés-7-4-1300206,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,4.3068241566312877e-7,9.34351200318018e-13,2.989923841017658e-12,1.8687024006360363e-11,2.1356598864411842e-11,2.989923841017658e-11,6.229008002120121e-11
364,Canal de Navarrés,7,4,1300207,1,1758.642778,Canal de Navarrés-7-4-1300207,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,5.686203090870113e-7,1.2336028799843472e-12,3.947529215949912e-12,2.4672057599686947e-11,2.819663725678508e-11,3.947529215949911e-11,8.224019199895649e-11
369,Canal de Navarrés,7,4,1300216,1,11396.69232,Canal de Navarrés-7-4-1300216,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,8.77447571559956e-8,1.9035933715585935e-13,6.091498788987499e-13,3.8071867431171874e-12,4.351070563562499e-12,6.091498788987499e-12,1.269062247705729e-11
375,Canal de Navarrés,7,4,600023,5,19782.66792,Canal de Navarrés-7-4-600023,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.5274649608534697e-7,5.483251310130854e-13,1.7546404192418733e-12,1.0966502620261708e-11,1.2533145851727666e-11,1.7546404192418733e-11,3.6555008734205694e-11
396,Canal de Navarrés,7,4,1300198,4,7041.713057,Canal de Navarrés-7-4-1300198,UP,0.09806809700728117,0.34251316057636855,0.03432397660818713,0.17895886993386448,0.2631797505035733,0.08295614537072586,5.680435950203473e-7,6.963369297602519e-11,7.782496283023275e-10,4.874378766977231e-10,2.9044697096574605e-9,5.9799028645043135e-9,3.926892253784804e-9
401,Canal de Navarrés,4,1,100312,23,15953.2606,Canal de Navarrés-4-1-100312,ENEOL,0.08846306072353863,0.28074311949213315,0.023532706766917287,0.06632816175315621,0.4548168947318939,0.08611605653236117,1.4417115457889531e-6,1.5942277002619364e-10,1.6190023870904644e-9,8.481843762382619e-10,2.7321736174423593e-9,2.6228590734194012e-8,1.0346209415043275e-8
402,Canal de Navarrés,4,1,100168,12,5635.066038,Canal de Navarrés-4-1-100168,ENEOL,0.10258934446716203,0.2895162146421427,0.02452159565580618,0.06185903926139219,0.37650497440008496,0.1450088315734122,2.1295225147457268e-06,2.730828985197831e-10,2.4661251898575975e-9,1.3054822511632567e-9,3.7637204813621295e-9,3.2071032795949773e-08,2.5733297639379358e-8
404,Canal de Navarrés,4,1,100219,2,9510.313828,Canal de Navarrés-4-1-100219,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.102980023762892e-7,4.562345333793695e-13,1.4599505068139826e-12,9.124690667587391e-12,1.0428217905814162e-11,1.4599505068139825e-11,3.0415635558624637e-11
405,Canal de Navarrés,4,1,100219,1,3856.757513,Canal de Navarrés-4-1-100219,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.5928516289377616e-7,5.625105515428014e-13,1.8000337649369645e-12,1.1250211030856028e-11,1.2857384035264031e-11,1.8000337649369645e-11,3.750070343618676e-11
406,Canal de Navarrés,4,1,100220,1,3383.164673,Canal de Navarrés-4-1-100220,NA,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,0.0017355734366435783,2.9558123728965757e-7,6.41253679762715e-13,2.0520117752406882e-12,1.28250735952543e-11,1.4657226966004915e-11,2.052011775240688e-11,4.275024531751433e-11
